Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Valor
Apartamento;Apartamento en venta en Mazuren;3;3;85;Mazuren;El Prado;406000000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;465000000
Apartamento;Apartamento en venta en El Contador;2;2;62;El Contador;Los Cedros;390000000
Apartamento;Apartamento en venta en Antonio Nariño;2;1;37;Antonio Nariño;Restrepo;175000000
Apartamento;Apartamento en venta en El Batán;2;2;91;El Batán;La Alhambra;445000000
Apartamento;Apartamento en venta en Usaquén;2;2;60;Usaquén;Usaquén;422000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;112;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;690000000
Apartamento;Apartamento en venta en El Batán;2;2;91;El Batán;La Alhambra;445000000
Apartamento;Apartamento en venta en Usaquén;1;2;42;Usaquén;Usaquén;357000000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;465000000
Apartamento;Apartamento en venta en Tintala;3;2;59;Tintala;Tintala;164000000
Casa;Casa en venta en Zona Noroccidental;3;2;89;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;300000000
Apartamento;Apartamento en venta en Mazuren;3;3;85;Mazuren;El Prado;406000000
Apartamento;Apartamento en venta en Usaquén;4;4;261;Usaquén;Usaquén;1700000000
Apartamento;Apartamento en venta en Usaquén;2;3;109;Usaquén;Usaquén;570000000
Casa;Casa en venta en La Uribe;3;3;110;La Uribe;Usaquén;460000000
Apartamento;Apartamento en venta en Usaquén;3;3;157;Usaquén;Usaquén;960000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;81;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;510000000
Apartamento;Apartamento en venta en Usaquén;1;2;69;Usaquén;Usaquén;520000000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;36;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;142000000
Apartamento;Apartamento en venta en Santa Fe;3;2;172;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazón;750000000
Apartamento;Apartamento en venta en Rafael Uribe Uribe;2;1;50;Rafael Uribe Uribe;Los Alcázares;160000000
Casa;Casa en venta en La Uribe;3;3;110;La Uribe;Usaquén;445000000
Apartamento;Apartamento en venta en Usaquén;2;2;74;Usaquén;Usaquén;570000000
Apartamento;Apartamento de 70 m2;3;2;70;Engativa;Engativá;319981523
Apartamento;Apartamento en venta en Santa Barbara;3;3;114;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;510000000
Apartamento;Apartamento en venta en El Contador;1;2;58;El Contador;Los Cedros;380000000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;134000000
Apartamento;Apartamento en venta en Kennedy;1;1;29;Kennedy;Kennedy Central;120000000
Apartamento;Apartamento en venta en Usaquén;3;2;93;Usaquén;Usaquén;460000000
Casa;Casa en venta en La Uribe;3;3;131;La Uribe;Usaquén;560000000
Apartamento;Apartamento en venta en Cedritos;2;2;59;Cedritos;Usaquén;351000000
Apartamento;Apartamento en venta en Kennedy;2;3;198;Kennedy;Kennedy Central;1390000000
Apartamento;Apartamento en venta en Usaquén;2;2;60;Usaquén;Usaquén;422000000
Apartamento;Apartamento en venta en Fontibón;3;2;78;Fontibón;Fontibón;260000000
Apartamento;Apartamento en venta en Chico Norte;2;2;95;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;980000000
Apartamento;Apartamento en venta en Kennedy;2;1;42;Kennedy;Kennedy Central;116100000
Apartamento;Apartamento en venta en Chico Norte;2;2;95;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;980000000
Apartamento;Apartamento en venta en Kennedy;3;2;54;Kennedy;Kennedy Central;237000000
Apartamento;Apartamento en venta en Kennedy;3;2;67;Kennedy;Kennedy Central;320000000
Apartamento;Apartamento en venta en Cedritos;4;4;132;Cedritos;Usaquén;530000000
Apartamento;Apartamento en venta en Cedritos;3;3;108;Cedritos;Usaquén;503000000
Apartamento;Apartamento en venta en Bosa;2;1;42;Bosa;Bosa Central;117000000
Apartamento;Apartamento en venta en Chico Reservado;3;3;166;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;1300000000
Apartamento;Apartamento en venta en Chico Reservado;1;2;49;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;477000000
Apartamento;Apartamento en venta en Cedritos;4;4;100;Cedritos;Usaquén;450000000
Apartamento;Apartamento en venta en Cedritos;2;2;81;Cedritos;Usaquén;515000000
Apartamento;Apartamento en venta en Cedritos;3;3;146;Cedritos;Usaquén;730000000
Apartamento;Apartamento en venta en Cedritos;2;3;93;Cedritos;Usaquén;600000000
Apartamento;Apartamento en venta en Santa Barbara;4;2;97;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;480000000
Apartamento;Apartamento en venta en Ciudad Salitre;3;2;92;Ciudad Salitre;Ciudad Salitre Oriental;560000000
Apartamento;Apartamento en venta en Cedritos;1;2;48;Cedritos;Usaquén;308000000
Apartamento;Apartamento en venta en Cedritos;1;2;55;Cedritos;Usaquén;365000000
Casa;Casa en venta en Las Villas;5;4;278;Las Villas;Niza;1200000000
Apartamento;Apartamento en venta en Los Rosales;1;1;51;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;371000000
Casa;Casa en venta en Zona Noroccidental;4;3;148;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;850000000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;428000000
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;421000000
Apartamento;Apartamento en venta en Bella Suiza;3;3;127;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;650000000
Apartamento;Apartamento en venta en Kennedy;3;2;68;Kennedy;Kennedy Central;295000000
Apartamento;Apartamento en venta en Tintala;3;1;47;Tintala;Tintala;144000000
Apartamento;Apartamento en venta en Cedritos;3;2;70;Cedritos;Usaquén;280000000
Apartamento;Apartamento en venta en Tintala;3;2;54;Tintala;Tintala;162000000
Apartamento;Apartamento en venta en Cedritos;3;3;86;Cedritos;Usaquén;620000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;118;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1200000000
Apartamento;Apartamento en venta en Mazuren;3;2;88;Mazuren;El Prado;360000000
Local;Local en venta en Chapinero;2;2;74;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;350000000
Apartamento;Apartamento en venta en Bella Suiza;3;3;127;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;650000000
Apartamento;Apartamento en venta en Ciudad Salitre;3;2;92;Ciudad Salitre;Ciudad Salitre Oriental;560000000
Apartamento;Apartamento en venta en Kennedy;3;2;68;Kennedy;Kennedy Central;295000000
Apartamento;Apartamento en venta en Engativa;3;2;75;Engativa;Engativá;413500000
Apartamento;Apartamento en venta en La Calleja;3;4;248;La Calleja;USAQUÉN: Country Club + Santa Bárbara;1200000000
Apartamento;Apartamento en venta en Cedritos;2;1;53;Cedritos;Usaquén;370000000
Apartamento;Apartamento en venta en Ciudad Salitre;3;2;90;Ciudad Salitre;Ciudad Salitre Oriental;600000000
Apartamento;Apartamento en venta en Fontibón;3;2;83;Fontibón;Fontibón;390000000
Apartamento;Apartamento en venta en El Batán;2;2;75;El Batán;La Alhambra;447500000
Apartamento;Apartamento en venta en Bosa;2;1;56;Bosa;Bosa Central;132000000
Apartamento;Apartamento en venta en Chapinero Central;3;2;59;Chapinero Central;Localidad Chapinero resto;180000000
Apartamento;Apartamento en venta en El Batán;1;1;43;El Batán;La Alhambra;285000000
Apartamento;Apartamento en venta en La Uribe;3;2;97;La Uribe;Usaquén;620000000
Apartamento;Apartamento en venta en Usaquén;2;2;69;Usaquén;Usaquén;400000000
Apartamento;Apartamento en venta en La Calleja;3;4;174;La Calleja;USAQUÉN: Country Club + Santa Bárbara;1380000000
Apartamento;Apartamento 54,11M;1;2;54;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;335238800
Apartamento;Apartamento en venta en Santa Barbara;2;3;92;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;820000000
Apartamento;Apartamento en venta en Los Rosales;1;1;46;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;545000000
Apartamento;Apartamento en venta en Fontibón;3;2;48;Fontibón;Fontibón;217000000
Apartamento;Apartamento en venta en Engativa;3;3;95;Engativa;Engativá;495000000
Casa;Casa en venta en Engativa;3;2;66;Engativa;Engativá;330000000
Apartamento;Apartamento en venta en El Chicó;3;3;116;El Chicó;CHAPINERO: Chicó Lago + El Refugio;570000000
Apartamento;Apartamento en venta en Engativa;2;2;60;Engativa;Engativá;280000000
Apartamento;Apartamento en venta en Chapinero;4;5;300;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;2000000000
Casa;Casa en venta en Hayuelos;3;2;80;Hayuelos;Modelia;390000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;58;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;311000000
Bodega;Bodega en venta en Puente Aranda;3;2;68;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;164000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;114;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;510000000
Apartamento;Apartamento en venta en Cedritos;2;2;70;Cedritos;Usaquén;319000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;114;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;510000000
Apartamento;Apartamento en venta en Teusaquillo;1;2;50;Teusaquillo;Teusaquillo;303960000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;60;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;387000000
Apartamento;Apartamento en venta en Zona Noroccidental;2;3;75;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;390000000
Apartamento;Apartamento en venta en Kennedy;3;2;65;Kennedy;Kennedy Central;315000000
Apartamento;Apartamento en venta en Los Mártires;3;2;59;Los Mártires;La Sabana;245000000
Apartamento;Apartamento en venta en Bosa;2;1;42;Bosa;Bosa Central;136000000
Apartamento;Apartamento en venta en Tintala;3;2;45;Tintala;Tintala;151000000
Apartamento;Apartamento en venta en Bogotá D.C;3;1;47;Bogotá D.C;Ciudad Salitre Occidental;129500000
Apartamento;Apartamento en venta en Kennedy;2;1;38;Kennedy;Kennedy Central;150000000
Apartamento;Apartamento en venta en Mazuren;3;3;109;Mazuren;El Prado;360000000
Apartamento;Apartamento en venta en Bosa;3;1;45;Bosa;Bosa Central;141000000
Apartamento;Apartamento en venta en Cedritos;2;2;53;Cedritos;Usaquén;371000000
Apartamento;Apartamento en venta en Fontibón;3;2;60;Fontibón;Fontibón;272000000
Apartamento;Apartamento en venta en Bosa;2;1;43;Bosa;Bosa Central;113000000
Apartamento;Apartamento en venta en Castilla;3;2;54;Castilla;KENNEDY: Castilla + Bavaria;237000000
Apartamento;Apartamento en venta en Antonio Nariño;2;1;48;Antonio Nariño;Restrepo;122000000
Apartamento;Apartamento en venta en Tintala;3;2;59;Tintala;Tintala;243000000
Apartamento;Apartamento en venta en Santa Fe;1;2;50;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazón;420000000
Apartamento;Apartamento en venta en Bosa;3;1;43;Bosa;Bosa Central;125000000
Apartamento;Apartamento en venta en Kennedy;3;1;47;Kennedy;Kennedy Central;134000000
Apartamento;Apartamento en venta en Kennedy;3;1;51;Kennedy;Kennedy Central;177000000
Apartamento;Apartamento en venta en Teusaquillo;3;2;46;Teusaquillo;Teusaquillo;116000000
Casa;Casa en venta en Teusaquillo;4;4;340;Teusaquillo;Teusaquillo;930000000
Apartamento;Apartamento en venta en Tintala;4;2;88;Tintala;Tintala;390000000
Apartamento;Apartamento en venta en Marly;2;3;95;Marly;CHAPINERO: Pardo Rubio + Chapinero;490000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;58;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;449964000
Apartamento;Apartamento en venta en Santa Barbara;3;2;110;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;650000000
Apartamento;Apartamento en venta en Chapinero;2;2;80;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;420000000
Casa;Casa en venta en Normandia;5;4;142;Normandia;ENGATIVÁ: Santa Cecilia + Jardín  Botánico;600000000
Casa;Casa en venta en El Batán;3;3;150;El Batán;La Alhambra;800000000
Apartamento;Apartamento en venta en Kennedy;3;1;47;Kennedy;Kennedy Central;134000000
Apartamento;Apartamento en venta en Usaquén;2;2;57;Usaquén;Usaquén;298000000
Apartamento;Apartamento en venta en Cedritos;3;2;71;Cedritos;Usaquén;315000000
Apartamento;Apartamento en venta en Tintala;3;2;54;Tintala;Tintala;162000000
Casa;Casa en venta en Nicolas De Federman;12;3;420;Nicolas De Federman;Teusaquillo;2570000000
Apartamento;Apartamento en venta en Santa Barbara;1;2;66;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;375000000
Apartamento;Apartamento en venta en El Batán;2;2;67;El Batán;La Alhambra;400000000
Apartamento;Apartamento en venta en Cedritos;2;2;63;Cedritos;Usaquén;330000000
Apartamento;Apartamento en venta en Chapinero;2;2;75;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;447500000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;60;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;167500000
Apartamento;Apartamento en venta en Puente Aranda;3;2;50;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;125000000
Apartamento;Apartamento en venta en Hayuelos;3;2;76;Hayuelos;Modelia;400000000
Apartamento;Apartamento en venta en Teusaquillo;1;2;53;Teusaquillo;Teusaquillo;310000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;70;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;287000000
Apartamento;Apartamento en venta en Cedritos;3;3;122;Cedritos;Usaquén;516000000
Casa;Casa en venta en Usaquén;3;2;114;Usaquén;Usaquén;416000000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;44;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;144000000
Apartamento;Apartamento en venta en Teusaquillo;1;1;29;Teusaquillo;Teusaquillo;192000000
Apartamento;Apartamento en venta en El Plan;3;2;66;El Plan;El Rincón;290000000
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;Bosa Central;121500000
Apartamento;Apartamento en venta en Engativa;3;2;75;Engativa;Engativá;413500000
Apartamento;Apartamento en venta en Teusaquillo;3;2;100;Teusaquillo;Teusaquillo;570000000
Apartamento;Apartamento en venta en San Cristobal;2;1;60;San Cristobal;Sosiego;110000000
Apartamento;Apartamento en venta en Nicolas De Federman;2;2;68;Nicolas De Federman;Teusaquillo;508000000
Apartamento;Apartamento en venta en Bogotá D.C;3;1;47;Bogotá D.C;Ciudad Salitre Occidental;124000000
Apartamento;Apartamento en venta en Castilla;2;1;45;Castilla;KENNEDY: Castilla + Bavaria;185000000
Apartamento;Apartamento en venta en Engativa;2;2;71;Engativa;Engativá;290000000
Apartamento;Apartamento en venta en Cedritos;3;3;116;Cedritos;Usaquén;495000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;138;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;750000000
Apartamento;Apartamento en venta en Marly;2;2;52;Marly;CHAPINERO: Pardo Rubio + Chapinero;327000000
Apartamento;Apartamento en venta en Usaquén;2;2;67;Usaquén;Usaquén;390000000
Apartamento;Apartamento en venta en Cedritos;3;2;63;Cedritos;Usaquén;290000000
Casa;Casa en venta en Boyaca ;3;3;106;Boyaca ;Boyacá Real;310000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;74;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;278000000
Apartamento;Apartamento en venta en Usaquén;3;3;74;Usaquén;Usaquén;330000000
Apartamento;Apartamento en venta en Teusaquillo;4;3;90;Teusaquillo;Teusaquillo;490000000
Apartamento;Apartamento en venta en Engativa;3;2;54;Engativa;Engativá;249000000
Casa;Casa en venta en Kennedy;4;1;63;Kennedy;Kennedy Central;180000000
Apartamento;Apartamento en venta en Santa Fe;1;2;54;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazón;370000000
Apartamento;Apartamento en venta en Bosa;3;1;53;Bosa;Bosa Central;134000000
Casa;Casa en venta en Timiza;7;3;210;Timiza;Timiza;450000000
Apartamento;Apartamento en venta en Chapinero;1;1;49;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;340000000
Apartamento;Apartamento en venta en Bosa;3;2;49;Bosa;Bosa Central;144000000
Apartamento;Apartamento en venta en Kennedy;2;1;52;Kennedy;Kennedy Central;120000000
Apartamento;Apartamento en venta en Kennedy;2;2;43;Kennedy;Kennedy Central;131000000
Apartamento;Apartamento en venta en Kennedy;3;1;47;Kennedy;Kennedy Central;138000000
Apartamento;Apartamento en venta en Kennedy;3;2;87;Kennedy;Kennedy Central;357000000
Apartamento;Apartamento en venta en Kennedy;3;2;77;Kennedy;Kennedy Central;316000000
Apartamento;Apartamento en venta en Kennedy;3;1;57;Kennedy;Kennedy Central;162000000
Apartamento;Apartamento en venta en Kennedy;3;2;52;Kennedy;Kennedy Central;155000000
Apartamento;Apartamento en venta en Teusaquillo;2;1;51;Teusaquillo;Teusaquillo;290000000
Apartamento;Apartamento en venta en Ciudad Salitre;1;1;70;Ciudad Salitre;Ciudad Salitre Oriental;474000000
Apartamento;Apartamento en venta en Kennedy;3;2;68;Kennedy;Kennedy Central;295000000
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;Bosa Central;127000000
Apartamento;Apartamento en venta en Kennedy;3;2;77;Kennedy;Kennedy Central;390000000
Apartamento;Apartamento en venta en Bogotá D.C;3;1;47;Bogotá D.C;Ciudad Salitre Occidental;262000000
Apartamento;Apartamento en venta en Bogotá D.C;2;1;43;Bogotá D.C;Ciudad Salitre Occidental;117000000
Apartamento;Apartamento en venta en Gran America;2;3;190;Gran America;Quinta Paredes;1200000000
Casa;Casa en venta en Barrios Unidos;3;3;230;Barrios Unidos;Los Andes;990000000
Apartamento;Apartamento en venta en Bella Suiza;2;2;65;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;383045000
Apartamento;Apartamento en venta en Santa Barbara;2;2;53;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;371000000
Apartamento;Apartamento en venta en Cedritos;2;2;89;Cedritos;Usaquén;516500000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;132;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;750000000
Casa;Casa en venta en Santa Barbara;3;2;70;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;282000000
Apartamento;Apartamento en venta en Chico Norte;2;2;57;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;371000000
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;Bosa Central;110000000
Apartamento;Apartamento en venta en Bosa;3;2;49;Bosa;Bosa Central;144000000
Apartamento;Apartamento en venta en Kennedy;3;2;87;Kennedy;Kennedy Central;357000000
Apartamento;Apartamento en venta en Bosa;3;1;53;Bosa;Bosa Central;134000000
Apartamento;Apartamento en venta en San Cristobal;2;1;52;San Cristobal;Sosiego;160000000
Casa;Casa en venta en Antonio Nariño;5;5;358;Antonio Nariño;Restrepo;850000000
Apartamento;Apartamento en venta en Bosa;2;1;47;Bosa;Bosa Central;120000000
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;Bosa Central;116000000
Casa;Casa en venta en Costa Azul;5;3;96;Costa Azul;Suba;250000000
Apartamento;Apartamento en venta en Fontibón;2;2;44;Fontibón;Fontibón;111000000
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;Bosa Central;107000000
Apartamento;Apartamento en venta en Cedritos;3;2;60;Cedritos;Usaquén;123000000
Apartamento;Apartamento en venta en Gran Granada;3;2;85;Gran Granada;Garcés Navas;347000000
Apartamento;Apartamento en venta en Villa Alsacia;3;2;78;Villa Alsacia;KENNEDY: Castilla + Bavaria;400000000
